index	*ID	set	item	*ItemName	rarity	lvl	lvl req	chrtransform	invtransform	invfile	flippyfile	dropsound	dropsfxframe	usesound	cost mult	cost add	add func	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	aprop1a	apar1a	amin1a	amax1a	aprop1b	apar1b	amin1b	amax1b	aprop2a	apar2a	amin2a	amax2a	aprop2b	apar2b	amin2b	amax2b	aprop3a	apar3a	amin3a	amax3a	aprop3b	apar3b	amin3b	amax3b	aprop4a	apar4a	amin4a	amax4a	aprop4b	apar4b	amin4b	amax4b	aprop5a	apar5a	amin5a	amax5a	aprop5b	apar5b	amin5b	amax5b	diablocloneweight	*eol
Hellmouth Thunderstroke	1776	Hellmouth Soulflay	gts	Gothic Shield	1	30									5	5000		allskills		1	1	enr		15	30	fireskill		1	2	mana		30	60	cast1		10	20																	all-stats		8	9					skill	249	3	3					allskills		1	1																						0
Hellmouth Pain	1777	Hellmouth Soulflay	dr6	Alpha Helm	1	30									5	5000		hp%		10	30	res-fire-max		5	15	regen-mana		25	25	mana-kill		8	9																					fireskill		1	1					allskills		1	1					extra-fire		80	80					skilltab	15	3	3					skill	249	3	3						0
Executioner's Hone	1778	Executioner's Black	xtg	Battle Gauntlets	1	45									5	5000		dex		22	45	ac%		145	240	ac		250	475	indestruct		1	1	ease		50	50																	ac		450	450																																						0
Executioner's Eye	1779	Executioner's Black	xlm	Casque	1	45									5	5000		allskills		1	1	swing1		20	48	ac-hth		250	475																									all-stats		10	11																																						0
Bloodfist Eye	1780	Bloodfist Crescent	hbt	Greaves	1	30									5	5000		allskills		1	1	all-stats		8	13	mana		30	60																									dru		1	1																																						0
Bloodfist Twitchthroe	1781	Bloodfist Crescent	9sp	Barbed Club	1	30									5	5000		allskills		1	1	res-pois		14	22	heal-kill		8	13	mag%		40	55	mana-kill		8	9																	skill	238	3	3																																						0
Stormchaser Gull	1782	Stormchaser Spirit	xlg	Demonhide Gloves	1	36									5	5000		aura	99	3	6	dex		18	36	str		18	36	red-dmg%		11	15																					ac-hth		360	360					hp		36	36																														0
Stormchaser Peace	1783	Stormchaser Spirit	xap	War Hat	1	36									5	5000		red-dmg%		11	15	oskill	32	3	12	dex		18	36																									skill	233	3	3					ac%		108	108					ac		360	360																						0
Stormchaser Scalper	1784	Stormchaser Spirit	9ax	Cleaver	1	36									5	5000		dmg%		172	408	swing1		20	43	slow		25	25	openwounds		25	50																					demon-heal		18	18					dmg-norm		108	216																														0
Stormchaser Mindrend	1785	Stormchaser Spirit	xpk	Barbed Shield	1	36									5	5000		str		18	36	red-dmg		18	36	indestruct		1	1	ac		205	385																					red-dmg%		25	26					dex		12	13					hp%		25	25																						0
Bloodrise Rusthandle	1786	Bloodrise Blade	72h	Legend Sword	1	57									5	5000		aura	98	3	10	move1		20	54	dmg-ac		50	1107	dmg-demon		371	785																					dex		16	17					dmg-undead		42	43																														0
Bloodrise Bearer	1787	Bloodrise Blade	ulg	Bramble Mitts	1	57									5	5000		oskill	32	3	19	all-stats		12	20	swing1		20	54	gold%		82	136																					move1		20	20																																						0
Bloodrise Kuko	1788	Bloodrise Blade	drb	Blood Spirit	1	57									5	5000		hp%		19	57	dex		28	57	str		28	57	vit		28	57	red-dmg%		12	17	dru		1	2													thorns		171	171																																						0
Stormlash Frost	1789	Stormlash Annihilus	lsd	Long Sword 	1	14									5	5000		aura	 113	3	3	dex		7	14																													all-stats		6	7																																						0
Stormlash Garb	1790	Stormlash Annihilus	rin		1	14									5	5000		str		7	14	nec		1	2																													crush		49	49																																						0
Stormlash Rainbow	1791	Stormlash Annihilus	amu		1	14									5	5000		nec		1	2	vit		7	14																													ac		140	140																																						0
Ichorsting Sun	1792	Ichorsting Endlesshail	mbt	Chain Boots	1	12									5	5000		nec		1	2	aura	 103	3	3	dex		6	12																									all-stats		6	7																																						0
Ichorsting Fetid	1793	Ichorsting Endlesshail	sbr	Saber	1	12									5	5000		dmg%		124	336	crush		25	25																													deadly		47	47					enr		7	8																														0
Ichorsting Bite	1794	Ichorsting Endlesshail	mbl	Belt	1	12									5	5000		red-dmg%		7	11	dex		6	12																													ac-miss		120	120																																						0
Sanctuary Hearty	1795	Sanctuary Jade	7o7	Ogre Axe	1	56									5	5000		nec		1	2	mana		56	112	abs-fire%		15	30	dmg-fire		280	560																					skilltab	6	3	3					skill	94	3	3																														0
Sanctuary Wrath	1796	Sanctuary Jade	amu		1	56									5	5000		hp%		18	56	oskill	94	6	14	abs-fire		5	14	abs-fire%		15	30																					demon-heal		28	28					extra-fire		106	106																														0
Sanctuary Fleshripper	1797	Sanctuary Jade	xhb	War Boots	1	56									5	5000		allskills		1	1	vit		28	56	abs-fire%		15	30	fireskill		1	3	extra-fire		53	106																	extra-fire		106	106					thorns		168	168					allskills		1	1																						0
Sanctuary Vile	1798	Sanctuary Jade	xlt	Templar Coat	1	56									5	5000		vit		28	56	aura	100	3	10	mana%		18	56	cast1		10	20	res-fire-max		5	15	fireskill		1	3													nec		1	1					extra-fire		106	106																														0
Sanctuary Undead	1799	Sanctuary Jade	nea	Heirophant Trophy	1	56									5	5000		hp%		18	56	extra-fire		53	106	red-mag		28	56	abs-fire%		15	30	res-fire-max		5	15																	skill	94	3	3					fireskill		1	1					allskills		1	1					skilltab	6	3	3														0
Gheed's Broc	1800	Gheed's Silk	xrs	Cuirass	1	43									5	5000		str		21	43	oskill	145	6	11	all-stats		10	16																									enr		13	14					red-dmg		43	43					ac		430	430					dex		13	14					move1		20	20						0
Gheed's Demonlimb	1801	Gheed's Silk	xlm	Casque	1	43									5	5000		red-dmg%		11	16	allskills		1	1	ac%		143	236	res-all-max		5	15																					red-dmg		43	43					ac-miss		430	430					move1		20	20					dex		13	14					red-mag		43	43						0
Gheed's Nokozan	1802	Gheed's Silk	zmb	Mesh Belt	1	43									5	5000		red-dmg%		11	16	res-all		13	19	balance1		15	25	ac		240	455	indestruct		1	1																	hp%		25	25					dex		13	14					mana		43	43					thorns		129	129					nec		1	1						0
Gheed's Marrowwalk	1803	Gheed's Silk	9cm	Dacian Falx	1	43									5	5000		lifesteal		4	8	dmg-norm		215	430	att-undead		143	329	slow		25	25																					mana		43	43					dmg-norm		129	258					att-demon		32	33					demon-heal		21	22					swing1		20	20						0
Gheed's Moonfall	1804	Gheed's Silk	rin		1	43									5	5000		hp%		14	43	res-all-max		5	15	res-all		13	19	swing1		20	47	move1		20	47																	demon-heal		21	22					ac		430	430					nec		1	1					hp		43	43					swing1		20	20						0
Gheed's Crusher	1805	Gheed's Silk	ne9	Cantor Trophy	1	43									5	5000		aura	 104	3	8	vit		21	43	ac%		143	236	swing1		20	47	move1		20	47																	red-dmg%		26	27					mana		43	43					allskills		1	1					skill	90	3	3														0
Awl Hone	1806	Awl Iceblink	ned	Overseer Skull	1	61									5	5000		aura	 109	3	11	hp%		20	61	red-dmg%		12	18	ac%		161	272	res-all-max		5	15	all-stats		12	21													all-stats		12	13					allskills		1	1					hp%		25	25					red-dmg		61	61														0
Awl Shell	1807	Awl Iceblink	uvb	Scarabshell Boots	1	61									5	5000		oskill	32	3	21	red-dmg%		12	18	red-dmg		30	61	swing1		20	56																					enr		17	18					allskills		1	1					hp		61	61					mana		61	61					red-mag		61	61						0
Awl Meat	1808	Awl Iceblink	7ba	Silver-edged Axe	1	61									5	5000		crush		25	31	att%		161	383	manasteal		4	8	swing1		20	56	dmg-demon		383	805																	skilltab	7	3	3					att-undead		45	46					crush		96	96					hp		61	61														0
Awl Hand	1809	Awl Iceblink	uvg	Vampirebone Gloves	1	61									5	5000		dex		30	61	vit		30	61	ac%		161	272	hp		61	122	levelreq		1	1	balance1		15	25													hp%		25	25					ac-miss		610	610					mana%		25	25					dex		17	18														0
Awl Steelrend	1810	Awl Iceblink	uea	Wyrmhide	1	61									5	5000		vit		30	61	ac%		161	272	move1		20	56	all-stats		12	21																					thorns		183	183					red-mag		61	61					hp		61	61					skilltab	7	3	3					nec		1	1						0
Awl Talons	1811	Awl Iceblink	ukp	Hydraskull	1	61									5	5000		allskills		1	1	res-all-max		5	15	ethereal		1	1	dex		30	61																					thorns		183	183					hp		61	61					skilltab	7	3	3					enr		17	18														0
Basher Treads	1812	Basher Break	9la	Military Axe	1	39									5	5000		aura	 122	3	7	att-demon		139	317	manasteal		4	8	deadly		25	50																					dmg-norm		117	234					mana		39	39																														0
Basher Bonesob	1813	Basher Break	xmb	Mesh Boots	1	39									5	5000		red-dmg%		11	16	allskills		1	1	red-dmg		19	39	all-stats		9	15	cheap		5	10																	ac-hth		390	390																																						0
Basher The	1814	Basher Break	xap	War Hat	1	39									5	5000		red-dmg%		11	16	hp		39	78	res-all		13	19	red-dmg		19	39																					vit		12	13					skilltab	7	3	3																														0
Mindrend Magefist	1815	Mindrend Lavagout	7sb	Elegant Blade	1	60									5	5000		oskill	81	6	15	enr		30	60	dmg-pois	75	300	600	res-pois		17	26																					nec		1	1					demon-heal		30	30					extra-pois		110	110					dmg-pois	75.0	360	720														0
Mindrend Vipermagi	1816	Mindrend Lavagout	xul	Chaos Armor	1	60									5	5000		nec		1	2	enr		30	60	res-pois		17	26	cast1		10	20	hp		60	120																	thorns		180	180					allskills		1	1					all-stats		12	13					skilltab	7	3	3					extra-pois		110	110						0
Mindrend Darkglow	1817	Mindrend Lavagout	ukp	Hydraskull	1	60									5	5000		hp%		20	60	red-mag		30	60	res-pois		17	26	mana		60	120	hp		60	120																	all-stats		12	13					skilltab	7	3	3					extra-pois		110	110					thorns		180	180														0
Mindrend Justice	1818	Mindrend Lavagout	neb	Minion Skull	1	60									5	5000		enr		30	60	res-pois-max		5	15	mag%		55	85	demon-heal		12	13	cheap		5	10																	nec		1	1					thorns		180	180					skill	92	3	3																						0
Mindrend Heal	1819	Mindrend Lavagout	amu		1	60									5	5000		mana%		20	60	hp%		20	60	cast1		10	20	regen		15	15																					all-stats		12	13					nec		1	1					dmg-pois	75.0	360	720					thorns		180	180					demon-heal		30	30						0
Mindrend Tombale	1820	Mindrend Lavagout	ulc	Spiderweb Sash	1	60									5	5000		hp%		20	60	enr		30	60	mana		60	120	res-pois		17	26	res-all		14	21																	allskills		1	1					skill	92	3	3					all-stats		12	13					extra-pois		110	110														0
Hawkmail Ironpelt	1821	Hawkmail Mahim-Oak	amu		1	38									5	5000		mana%		12	38	extra-pois		44	88	res-pois-max		5	15	heal-kill		9	15	hp%		12	38																	allskills		1	1																																						0
Hawkmail Cord	1822	Hawkmail Mahim-Oak	xlm	Casque	1	38									5	5000		hp%		12	38	mana		38	76	hp		38	76	res-all-max		5	15																					nec		1	1																																						0
Homunculus Doomspittle	1823	Homunculus Lightsabre	wsc	War Scythe	1	39									5	5000		str		19	39	vit		19	39	lifesteal		4	8	oskill	81	6	10	crush		25	25																	deadly		74	74					pal		1	1					str		12	13																						0
Homunculus SuperKhalimFlail	1824	Homunculus Lightsabre	xea	Serpentskin Armor	1	39									5	5000		aura	 104	3	7	red-dmg%		11	16	dex		19	39	hp%		13	39																					mana		39	39					dex		12	13					move1		20	20																						0
Homunculus Viperfork	1825	Homunculus Lightsabre	zmb	Mesh Belt	1	39									5	5000		vit		19	39	ac%		139	228	ethereal		1	1	levelreq		1	1																					ac%		117	117					ac		390	390																														0
Homunculus Relic	1826	Homunculus Lightsabre	xkp	Sallet	1	39									5	5000		dex		19	39	red-dmg		19	39	ac-miss		220	415	mag%		44	64	levelreq		1	1																	skill	122	3	3					vit		12	13																														0
Machine Duskdeep	1827	Machine Woestave	tri	Trident	1	13									5	5000		crush		25	25	dex		6	13	openwounds		25	50																									dmg-norm		39	78					att-undead		9	10					mana%		25	25					skill	103	3	3					skilltab	10	3	3						0
Machine Bloodrise	1828	Machine Woestave	brs	Breast Plate	1	13									5	5000		str		6	13	ac%		113	176	levelreq		1	1																									str		7	8					mana%		25	25					hp%		25	25					ac		130	130					ac-miss		130	130						0
Machine Frostwind	1829	Machine Woestave	mgl	Chain Gloves	1	13									5	5000		aura	 104	3	3	red-dmg%		8	11																													hp%		25	25					ac		130	130					red-mag		13	13					allskills		1	1														0
Machine Cleft	1830	Machine Woestave	pa3	Heraldic Shield	1	13									5	5000		hp%		4	13	vit		6	13	ac%		113	176																									mana		13	13					skilltab	10	3	3					hp%		25	25					allskills		1	1					red-dmg		13	13						0
Machine Goreshovel	1831	Machine Woestave	hlm	Helm	1	13									5	5000		red-dmg%		8	11	swing1		20	32																													skill	103	3	3					ac		130	130					mana%		25	25					ac%		39	39														0
Machine Snare	1832	Machine Woestave	mbt	Chain Boots	1	13									5	5000		dex		6	13	str		6	13																													move1		20	20					enr		7	8					red-dmg%		18	19					skill	103	3	3					red-dmg		13	13						0
Heaven's Venomsward	1833	Heaven's Ward	7fl	Scourge	1	71									5	5000		hp%		23	71	dmg-undead		413	855	levelreq		1	1	pierce		50	50	ethereal		1	1																	dex		19	20																																						0
Heaven's Husoldal	1834	Heaven's Ward	rin		1	71									5	5000		dex		35	71	oskill	153	6	18	res-all-max		5	15	indestruct		1	1	pal		1	2																	cast1		20	20																																						0
Heaven's Thieves	1835	Heaven's Ward	umc	Mithril Coil	1	71									5	5000		hp%		23	71	str		35	71	hp		71	142	res-all-max		5	15																					mana		71	71					allskills		1	1																														0
Wind Charge	1836	Wind Axe	bsw	Bastard Sword	1	20									5	5000		oskill	81	6	6	aura	118	3	4																													skill	118	3	3					extra-ltng		70	70					allskills		1	1					demon-heal		10	10														0
Wind Shadowdancer	1837	Wind Axe	pa5	Crown Shield	1	20									5	5000		enr		10	20	extra-ltng		35	70																													all-stats		7	8					skilltab	10	3	3					thorns		60	60																						0
Wind Wraithflight	1838	Wind Axe	tbl	Heavy Belt	1	20									5	5000		enr		10	20	res-ltng-max		5	15	hp		20	40																									skilltab	10	3	3					extra-ltng		70	70					allskills		1	1																						0
Wind Talons	1839	Wind Axe	tgl	Light Gauntlets	1	20									5	5000		mana%		6	20	extra-ltng		35	70																													allskills		1	1					all-stats		7	8					skill	118	3	3																						0
Wind Kyanon	1840	Wind Axe	ghm	Great Helm	1	20									5	5000		mana%		6	20	res-ltng		12	19	abs-ltng%		15	30																									pal		1	1					extra-ltng		70	70																														0
Cranium Snakecord	1841	Cranium Suicide	pac	Sacred Rondache	1	67									5	5000		oskill	58	6	17	extra-cold		58	117	res-cold-max		5	15	nofreeze		1	1																					all-stats		13	14					allskills		1	1																														0
Cranium Stealskull	1842	Cranium Suicide	umg	Vambraces	1	67									5	5000		pal		1	2	res-cold-max		5	15	abs-cold		5	17	demon-heal		13	14	half-freeze		1	1	enr		33	67													skilltab	10	3	3					skill	114	3	3					all-stats		13	14																						0
Cranium Kyanon	1843	Cranium Suicide	7mt	Devil Star	1	67									5	5000		hp%		22	67	aura	114	3	12	res-cold		17	27	mag%		58	92	freeze		1	1	allskills		1	1													freeze		1	1					extra-cold		117	117					dmg-cold	150.0	201	402																						0
Cranium Pain	1844	Cranium Suicide	uit	Monarch	1	67									5	5000		allskills		1	1	nofreeze		1	1	half-freeze		1	1	ease		50	50																					thorns		201	201					all-stats		13	14					skill	114	3	3																						0
Cranium Carapice	1845	Cranium Suicide	ung	Diamond Mail	1	67									5	5000		enr		33	67	vit		33	67	pal		1	2	mana%		22	67																					skill	114	3	3					thorns		201	201																														0
Odium Elite	1846	Odium Whichwild	uea	Wyrmhide	1	72									5	5000		aura	100	3	12	mana%		24	72	oskill	94	6	18	fireskill		1	3	res-fire		17	27	addxp		5	10													fireskill		1	1																																						0
Odium Swordguard	1847	Odium Whichwild	amu		1	72									5	5000		allskills		1	1	fireskill		1	3	abs-fire		5	18	mana-kill		14	14	heal-kill		14	23	mana%		24	72													fireskill		1	1																																						0
Visage Bearer	1848	Visage One	tgl	Light Gauntlets	1	20									5	5000		aura	 109	3	4	res-all		10	15																													all-stats		7	8																																						0
Visage Horror	1849	Visage One	bhm	Bone Helm	1	20									5	5000		pal		1	2	hp		20	40	ac%		120	190	addxp		5	10																					enr		9	9																																						0
Aim Wolfhowl	1850	Aim Eaglehorn	upl	Balrog Skin	1	77									5	5000		allskills		1	1	vit		38	77	aura	99	3	13	dex		38	77	ac%		177	304																	red-mag		77	77					skill	121	3	3					ac		770	770																						0
Aim Vortex	1851	Aim Eaglehorn	7mp	War Spike	1	77									5	5000		vit		38	77	deadly		25	50	all-stats		14	25	dmg-undead		431	885	noheal		1	1	att		410	795													dmg-undead		57	58					hp		77	77					swing1		20	20																						0
Aim Machine	1852	Aim Eaglehorn	pad	Ancient Shield	1	77									5	5000		hp%		25	77	ac%		177	304	all-stats		14	25	ac-miss		410	795	levelreq		1	1																	red-dmg%		31	32					thorns		231	231																														0
Aim Razorswitch	1853	Aim Eaglehorn	uow	Aegis	1	77									5	5000		pal		1	2	red-dmg%		13	19	res-all-max		5	15	addxp		5	10	ac-miss		410	795	block1		15	25													thorns		231	231					ac-miss		770	770					allskills		1	1					red-dmg		77	77														0
Aim Waterwalk	1854	Aim Eaglehorn	utc	Troll Belt	1	77									5	5000		pal		1	2	red-dmg%		13	19	oskill	145	6	20	hp%		25	77	res-all		15	22																	hp		77	77					mana		77	77					thorns		231	231																						0
Spike Flamebellow	1855	Spike Odium	urs	Great Hauberk	1	75									5	5000		hp%		25	75	res-cold-max		5	15	mana		75	150	all-stats		14	24	mag%		62	100																	skill	59	3	3					sor		1	1					thorns		225	225																						0
Spike Wrath	1856	Spike Odium	7fb	Colossal Sword	1	75									5	5000		sor		1	2	all-stats		14	24	res-all		15	22	abs-cold		5	19	gold%		100	163																	skill	59	3	3					freeze		1	1					sor		1	1					skilltab	3	3	3					demon-heal		37	38						0
Spike Helm	1857	Spike Odium	rin		1	75									5	5000		sor		1	2	vit		37	75	enr		37	75	mana%		25	75	hp%		25	75																	skilltab	3	3	3					sor		1	1					extra-cold		125	125					thorns		225	225					skill	59	3	3						0
Spike Horadric	1858	Spike Odium	amu		1	75									5	5000		vit		37	75	res-cold		17	27	cast1		10	20	regen-mana		25	25	cheap		5	10																	all-stats		14	15					skill	59	3	3					dmg-cold	150.0	225	450					extra-cold		125	125					allskills		1	1						0
Spike Reedeemer	1859	Spike Odium	umb	Boneweave Boots	1	75									5	5000		oskill	32	3	25	all-stats		14	24	res-cold		17	27	nofreeze		1	1	demon-heal		14	15																	sor		1	1					all-stats		14	15					thorns		225	225																						0
Spike Glory	1860	Spike Odium	usk	Demonhead	1	75									5	5000		mana%		25	75	mana		75	150	mana-kill		14	15	addxp		5	10	dmg-to-mana		10	25																	extra-cold		125	125					sor		1	1					skill	59	3	3					thorns		225	225														0
Spire Stormchaser	1861	Spire Shaftstop	7di	Mithral Point	1	73									5	5000		oskill	81	6	19	dmg-cold	150	365	730	res-cold		17	27	abs-cold%		15	30																					all-stats		14	15					skilltab	3	3	3																														0
Spire Swordback	1862	Spire Shaftstop	ci2	Tiara	1	73									5	5000		aura	105	3	13	mana%		24	73	enr		36	73	vit		36	73	abs-cold		5	19	res-cold		17	27													thorns		219	219					all-stats		14	15					skilltab	3	3	3																						0
Spire Plague	1863	Spire Shaftstop	utg	Crusader Gauntlets	1	73									5	5000		mana%		24	73	enr		36	73	sor		1	2	hp%		24	73	vit		36	73																	allskills		1	1					extra-cold		123	123					thorns		219	219																						0
Spire Do	1864	Spire Shaftstop	uow	Aegis	1	73									5	5000		vit		36	73	sor		1	2	mana%		24	73	res-cold-max		5	15	nofreeze		1	1	heal-kill		14	24													all-stats		14	15					skill	64	3	3					extra-cold		123	123																						0
Arch Broc	1865	Arch Basher	7ax	Small Crescent	1	58									5	5000		vit		29	58	aura	118	3	10	oskill	57	6	15	res-all-max		5	15	regen		15	15																	all-stats		12	13					dmg-ltng		174	348					allskills		1	1																						0
Arch Specific	1866	Arch Basher	uap	Shako	1	58									5	5000		vit		29	58	sor		1	2	abs-ltng%		15	30	extra-ltng		54	108																					extra-ltng		108	108					skilltab	4	3	3					skill	57	3	3					sor		1	1														0
Arch Sundan	1867	Arch Basher	xhb	War Boots	1	58									5	5000		hp%		19	58	abs-ltng%		15	30	demon-heal		12	13	allskills		1	1																					sor		1	1					thorns		174	174					skilltab	4	3	3																						0
Arch Felloak	1868	Arch Basher	amu		1	58									5	5000		hp%		19	58	sor		1	2	enr		29	58	vit		29	58																					sor		1	1					extra-ltng		108	108																														0
Arch Stealskull	1869	Arch Basher	xth	Embossed Plate	1	58									5	5000		hp%		19	58	allskills		1	1	all-stats		12	20	extra-ltng		54	108																					allskills		1	1					extra-ltng		108	108					skilltab	4	3	3																						0
Oculus Stump	1870	Oculus Spawn	ulg	Bramble Mitts	1	51									5	5000		oskill	58	6	13	sor		1	2	hp%		17	51																									skilltab	4	3	3																																						0
Oculus Spiritkeeper	1871	Oculus Spawn	ba9	Savage Helmet	1	51									5	5000		hp%		17	51	res-all		14	20	regen		15	15	regen-mana		25	25	gold%		76	127																	skill	48	3	3																																						0
Blessed Blackhand	1872	Blessed Trek	7ha	Tomahawk	1	57									5	5000		aura	118	3	10	oskill	57	6	15	sor		1	2	abs-ltng		5	15	hp		57	114	regen		15	15													skill	53	3	3					allskills		1	1																														0
Blessed Skin	1873	Blessed Trek	bab	Carnage Helm	1	57									5	5000		vit		28	57	abs-ltng%		15	30	light-thorns		28	57	enr		28	57	cast1		10	20	res-all-max		5	15													sor		1	1																																						0
Blessed Lidless	1874	Blessed Trek	xlt	Templar Coat	1	57									5	5000		enr		28	57	abs-ltng		5	15	res-all-max		5	15	mana-kill		12	13																					all-stats		12	13																																						0
Waterwalk Stormspike	1875	Waterwalk Revenge	rin		1	75									5	5000		hp%		25	75	sor		1	2	oskill	94	6	19	fireskill		1	3	abs-fire%		15	30	gold%		100	163													thorns		225	225																																						0
Waterwalk Leviathan	1876	Waterwalk Revenge	utu	Wire Fleece	1	75									5	5000		mana%		25	75	aura	100	3	13	hp%		25	75	sor		1	2	move1		20	63	extra-fire		62	125													extra-fire		125	125																																						0
Ichorsting Coil	1877	Ichorsting Mang	gix	Giant Axe	1	25									5	5000		oskill	58	6	7	mana%		8	25	aura	102	3	5	allskills		1	1																					skilltab	5	3	3					extra-fire		75	75																														0
Ichorsting Lightsabre	1878	Ichorsting Mang	fld	Field Plate	1	25									5	5000		hp%		8	25	extra-fire		37	75	res-fire		13	21	regen-mana		25	25																					skilltab	5	3	3					skill	51	3	3																														0
Ichorsting Chieftan	1879	Ichorsting Mang	ba5	Avenger Guard	1	25									5	5000		enr		12	25	vit		12	25	abs-fire		5	7	fireskill		1	2																					skill	51	3	3					extra-fire		75	75					allskills		1	1																						0
Ichorsting Fleshrender	1880	Ichorsting Mang	hgl	Gauntlets	1	25									5	5000		vit		12	25	enr		12	25	sor		1	2	mana%		8	25																					all-stats		8	9					skill	51	3	3																														0
Bite Steelshade	1881	Bite Naga	usk	Demonhead	1	74									5	5000		vit		37	74	enr		37	74	allskills		1	1	extra-fire		62	124																					extra-fire		124	124					skill	56	3	3																														0
Bite Rakescar	1882	Bite Naga	ung	Diamond Mail	1	74									5	5000		mana%		24	74	aura	100	3	13	sor		1	2	vit		37	74	hp%		24	74																	allskills		1	1					skill	56	3	3																														0
Bite Rockstopper	1883	Bite Naga	7bt	Decapitator	1	74									5	5000		enr		37	74	allskills		1	1	mana%		24	74	res-fire		17	27	move1		20	62																	fireskill		1	1					demon-heal		37	37					allskills		1	1																						0
Bite Lacerator	1884	Bite Naga	rin		1	74									5	5000		enr		37	74	mana%		24	74	allskills		1	1	oskill	58	6	19	abs-fire%		15	30																	extra-fire		124	124					demon-heal		37	37																														0
Rusthandle Fechmars	1885	Rusthandle Heavens	xh9	Grim Helm	1	44									5	5000		vit		22	44	abs-fire		5	11	res-fire-max		5	15	abs-fire%		15	30																					skill	52	3	3					skilltab	5	3	3																														0
Rusthandle Irices	1886	Rusthandle Heavens	8bs	Gothic Staff	1	44									5	5000		oskill	58	6	11	dmg-fire		220	440	mag%		47	69																									extra-fire		94	94					demon-heal		22	22					sor		1	1																						0
Rusthandle Sundan	1887	Rusthandle Heavens	xmg	Heavy Bracers	1	44									5	5000		mana%		14	44	vit		22	44	aura	100	3	8	res-fire		15	24	extra-fire		47	94																	sor		1	1					fireskill		1	1					skilltab	5	3	3																						0
Rusthandle Azurewrath	1888	Rusthandle Heavens	xhn	Mesh Armor	1	44									5	5000		sor		1	2	enr		22	44	mana%		14	44	vit		22	44	hp%		14	44																	skill	52	3	3					extra-fire		94	94					allskills		1	1																						0
