index	*ID	version	enabled	ladder	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
jamellasunique564	564	100	1		1		48		8mx			5	5000								bar		1	3	att%		148	344	dmg-norm		240	480	res-all		27	39	dmg-ac		50	1098	dmg-undead		344	740	pierce		100	100	noheal		1	1	dmg%		344	740	att		265	505	dex		48	72						0
jamellasunique565	565	100	1		1		48		8hx			5	5000								nec		1	3	gold%		146	244	regen-mana		50	50	cast1		15	25	mana-kill		17	29	cheap		10	20																										0
jamellasunique566	566	100	1		1		64		8rx			5	5000								allskills		1	2	ease		-100	-100	mana%		32	64	freeze		1	1	aura	114	3	22	heal-kill		21	37	abs-cold		5	32	res-cold		34	52																		0
jamellasunique567	567	100	1		1		1		ktr			5	5000								dmg%		203	505	ass		1	2	ease		-100	-100																																						0
jamellasunique568	568	100	1		1		10		wrb			5	5000								ass		1	2	res-all		16	24	extra-fire		10	20	ease		-100	-100																																		0
jamellasunique569	569	100	1		1		14		axf			5	5000								ass		1	2	gold%		78	142	mana-kill		8	12	mag%		39	78	ease		-100	-100	demon-heal		8	12	mana%		7	14																						0
jamellasunique570	570	100	1		1		16		ces			5	5000								dmg%		248	580	ass		1	2	ethereal		1	1	indestruct		1	1	balance1		35	35	noheal		1	1																										0
jamellasunique571	571	100	1		1		18		clw			5	5000								ass		1	2	res-pois-len		75	75	mana-kill		9	14	demon-heal		9	14	oskill	81	6	18	dmg-pois	75	90	180																										0
jamellasunique572	572	100	1		1		20		btl			5	5000								dmg%		260	600	ass		1	2	dmg-demon		260	600	att-demon		120	260	res-all		21	30	dmg-ac		50	1070																										0
jamellasunique573	573	100	1		1		23		skr			5	5000								dmg%		269	615	dmg-norm		115	230	pierce		100	100	aura	113	3	8	ass		1	2	dmg-ac		50	1073																										0
jamellasunique574	574	100	1		1		26		9ar			5	5000								ass		1	3	aura	118	3	9	addxp		10	20	dmg-ltng		130	260	mag%		51	102	mana-kill		11	18	oskill	58	6	26																						0
jamellasunique575	575	100	1		1		39		9wb			5	5000								ass		1	3	hp		78	117	move1		25	64	aura	102	3	13	mana-kill		14	25	regen		30	30	oskill	121	6	39	regen-mana		50	50	ease		-100	-100	mag%		64	128										0
jamellasunique576	576	100	1		1		33		9xf			5	5000								ass		1	3	regen		30	30	extra-pois		33	66	res-pois		29	44	hp%		16	33	dmg-pois	75	165	330	enr		33	50	res-pois-max		10	20	res-all-max		10	20														0
jamellasunique577	577	100	1		1		50		9cs			5	5000								ass		1	3	regen		30	30	res-fire		32	49	regen-mana		50	50	gold%		150	250	abs-fire%		25	50	dmg-fire		250	500	oskill	81	6	50																		0
jamellasunique578	578	100	1		1		41		9lw			5	5000								ass		1	3	res-all		26	38	thorns		41	241	noheal		1	1	gold%		132	223	dmg-undead		323	705	dmg%		323	705	hp%		20	41																		0
jamellasunique579	579	100	1		1		60		9tw			5	5000								ass		1	4	cast1		15	25	all-stats		20	35	vit		60	90	regen-mana		50	50	demon-heal		20	35	oskill	121	6	60	cheap		10	20	res-pois-len		75	75	res-pois-max		10	20										0
jamellasunique580	580	100	1		1		53		9qr			5	5000								dmg%		359	765	ass		1	4	crush		25	27	swing1		25	78	dmg-demon		359	765	balance1		35	35	oskill	121	6	53	levelreq		1	1	thorns		53	253	ethereal		1	1	indestruct		1	1						0
jamellasunique581	581	100	1		1		66		7ar			5	5000								ass		1	4	res-all-max		10	20	res-pois-len		75	75	addxp		10	20	oskill	54	3	22	gold%		182	298																										0
jamellasunique582	582	100	1		1		67		7wb			5	5000								ass		1	4	abs-cold		5	34	aura	114	3	23	ease		-100	-100	mag%		92	184	all-stats		21	39	mana%		33	67	res-cold-max		10	20	enr		67	101														0
jamellasunique583	583	100	1		1		63		7xf			5	5000								ass		1	4	addxp		10	20	cheap		10	20	oskill	121	6	63	res-all-max		10	20	abs-cold		5	32	cast1		15	25																						0
jamellasunique584	584	100	1		1		80		7cs			5	5000								ass		1	5	oskill	121	6	80	ease		-100	-100	regen-mana		50	50	move1		25	105	freeze		1	1	gold%		210	340	mag%		105	210	mana-kill		25	45	aura	114	3	27										0
jamellasunique585	585	100	1		1		70		7lw			5	5000								dmg%		410	850	ass		1	4	str		70	105	all-stats		22	40	crush		25	35	att%		170	410	levelreq		1	1	ignore-ac		1	1	pierce		100	100														0
jamellasunique586	586	100	1		1		75		7tw			5	5000								ass		1	4	dmg%		425	875	cheap		10	20	reduce-ac		50	75	swing1		25	100	dmg-norm		375	750	balance1		35	35	dmg-demon		425	875	slow		25	25	dex		75	113	crush		25	38	mag%		100	200		0
jamellasunique587	587	100	1		1		99		7qr			5	5000								ass		1	5	regen-mana		50	50	dmg-pois	75	495	990	res-pois-len		75	75	regen		30	30	cheap		10	20	mana-kill		29	55	oskill	121	6	99	addxp		10	20	gold%		248	397	mag%		124	248						0
jamellasunique588	588	100	1		1		50		7ha			5	5000								pal		1	3	gold%		150	250	all-stats		17	30	vit		50	75	regen-mana		50	50	mag%		75	150	heal-kill		17	30	demon-heal		17	30	aura	102	3	17	cheap		10	20	addxp		10	20						0
jamellasunique589	589	100	1		1		68		7ax			5	5000								dru		1	4	heal-kill		22	39	move1		25	93	mana%		34	68	res-pois-max		10	20	res-pois		35	53	cast1		15	25																						0
jamellasunique590	590	100	1		1		77		72a			5	5000								dru		1	5	addxp		10	20	regen-mana		50	50	oskill	32	3	26	extra-ltng		77	154	hp		154	231	res-ltng		36	55	all-stats		24	44																		0
jamellasunique591	591	100	1		1		95		7mp			5	5000								sor		1	5	openwounds		35	70	dmg-norm		475	950	slow		25	25	deadly		35	70	dmg-ac		50	1145	dex		95	143	att%		195	485	heal-kill		28	53	att-demon		195	485	dmg%		485	975						0
jamellasunique592	592	100	1		1		96		7wa			5	5000								bar		1	5	res-fire-max		10	20	enr		96	144	abs-fire		5	48	move1		25	121	heal-kill		29	53	aura	102	3	32	gold%		242	388	demon-heal		29	53	cheap		10	20	mana-kill		29	53						0
jamellasunique593	593	100	1		1		54		7la			5	5000								pal		1	4	mana-kill		18	32	light-thorns		54	108	regen-mana		50	50	cast1		15	25	oskill	58	6	54	aura	118	3	18																						0
jamellasunique594	594	100	1		1		70		7ba			5	5000								ass		1	4	oskill	81	6	70	res-ltng-max		10	20	aura	118	3	24	ease		-100	-100	mag%		95	190	heal-kill		22	40	light-thorns		70	140	regen		30	30	addxp		10	20	regen-mana		50	50						0
jamellasunique595	595	100	1		1		89		7bt			5	5000								pal		1	5	dmg-pois	75	445	890	cast1		15	25	res-all-max		10	20	hp%		44	89	vit		89	134	mana		178	267	mana%		44	89																		0
jamellasunique596	596	100	1		1		75		7ga			5	5000								pal		1	4	aura	118	3	25	light-thorns		75	150	oskill	54	3	25	enr		75	113	ease		-100	-100																										0
jamellasunique597	597	100	1		1		93		7gi			5	5000								dmg%		479	965	deadly		35	70	slow		25	25	dmg-demon		479	965	aura	113	3	31	dru		1	5																										0
jamellasunique598	598	100	1		1		60		7wn			5	5000								bar		1	4	res-pois-len		75	75	heal-kill		20	35	vit		60	90	res-pois-max		10	20	move1		25	85	regen		30	30	demon-heal		20	35	ease		-100	-100	regen-mana		50	50										0
jamellasunique599	599	100	1		1		61		7yw			5	5000								ass		1	4	res-cold-max		10	20	abs-cold		5	31	move1		25	86	freeze		1	1	demon-heal		20	36	abs-cold%		25	50	hp		122	183	half-freeze		1	1	aura	114	3	21										0
jamellasunique600	600	100	1		1		76		7bw			5	5000								ass		1	5	mana		152	228	extra-pois		76	152	cast1		15	25	oskill	54	3	26	gold%		202	328	demon-heal		24	43																						0
jamellasunique601	601	100	1		1		99		7gw			5	5000								sor		1	5	res-cold-max		10	20	res-cold		38	58	abs-cold		5	50	ease		-100	-100	oskill	121	6	99																										0
jamellasunique602	602	100	1		1		53		7cl			5	5000								ama		1	4	demon-heal		18	32	res-fire		33	50	regen-mana		50	50	ease		-100	-100	aura	102	3	18	mana-kill		18	32	addxp		10	20	cheap		10	20	oskill	121	6	53	heal-kill		18	32						0
jamellasunique603	603	100	1		1		69		7sc			5	5000								nec		1	4	mag%		94	188	heal-kill		22	40	res-pois-max		10	20	dmg-pois	75	345	690	res-pois-len		75	75	regen		30	30	cheap		10	20	gold%		188	307	oskill	58	6	69	ease		-100	-100	cast1		15	25		0
jamellasunique604	604	100	1		1		72		7qs			5	5000								pal		1	4	extra-fire		72	144	abs-fire		5	36	res-fire-max		10	20	aura	102	3	24	demon-heal		23	41	regen-mana		50	50	move1		25	97	res-fire		35	54	enr		72	108	hp		144	216	regen		30	30		0
jamellasunique605	605	100	1		1		81		7ws			5	5000								allskills		1	2	res-all		31	44	hp%		40	81	hp		162	243	balance1		35	35	indestruct		1	1	dmg%		443	905	dex		81	122	deadly		35	70	crush		25	41										0
jamellasunique606	606	100	1		1		66		7sp			5	5000								nec		1	4	mana-kill		21	38	mana%		33	66	res-ltng-max		10	20	light-thorns		66	132	cheap		10	20	oskill	57	6	66	heal-kill		21	38	gold%		182	298														0
jamellasunique607	607	100	1		1		59		7ma			5	5000								pal		1	4	gold%		168	277	enr		59	89	mana%		29	59	addxp		10	20	freeze		1	1	abs-cold%		25	50	dmg-cold	150	295	590	move1		25	84	res-cold		33	51										0
jamellasunique608	608	100	1		1		70		7mt			5	5000								ass		1	4	oskill	58	6	70	addxp		10	20	dmg-cold	150	350	700	hp		140	210	freeze		1	1	regen		30	30	aura	114	3	24	ease		-100	-100														0
jamellasunique609	609	100	1		1		83		7fl			5	5000								ama		1	5	addxp		10	20	vit		83	125	dmg-fire		415	830	res-fire-max		10	20	fireskill		1	6	abs-fire		5	42	extra-fire		83	166	aura	102	3	28	regen		30	30										0
jamellasunique610	610	100	1		1		83		7wh			5	5000								dru		1	5	addxp		10	20	ease		-100	-100	light-thorns		83	166	hp		166	249	regen-mana		50	50	aura	118	3	28																						0
jamellasunique611	611	100	1		1		80		7m7			5	5000								ass		1	5	cheap		10	20	vit		80	120	hp%		40	80	regen-mana		50	50	mag%		105	210	oskill	81	6	80	heal-kill		25	45	res-ltng		36	55	light-thorns		80	160	addxp		10	20						0
jamellasunique612	612	100	1		1		77		7gm			5	5000								sor		1	5	dmg%		431	885	slow		25	25	dmg-norm		385	770	swing1		25	102	ease		-100	-100	pierce		100	100	noheal		1	1	openwounds		35	70	ethereal		1	1	indestruct		1	1						0
jamellasunique613	613	100	1		1		66		7ss			5	5000								ama		1	4	mana%		33	66	dmg-cold	150	330	660	abs-cold		5	33	regen		30	30	mana-kill		21	38																										0
jamellasunique614	614	100	1		1		56		7sm			5	5000								sor		1	4	att%		156	368	openwounds		35	70	deadly		35	70	dex		56	84	str		56	84	slow		25	25	swing1		25	81																		0
jamellasunique615	615	100	1		1		74		7sb			5	5000								dmg%		422	870	nec		1	4	reduce-ac		50	75	swing1		25	99	slow		25	25	heal-kill		23	42	gold%		198	322	ethereal		1	1	indestruct		1	1														0
jamellasunique616	616	100	1		1		67		7fc			5	5000								pal		1	4	addxp		10	20	cheap		10	20	extra-pois		67	134	cast1		15	25	mag%		92	184																										0
jamellasunique617	617	100	1		1		86		7cr			5	5000								bar		1	5	ease		-100	-100	abs-cold		5	43	all-stats		26	48	gold%		222	358	demon-heal		26	48	aura	114	3	29	regen		30	30	heal-kill		26	48	extra-cold		86	172										0
jamellasunique618	618	100	1		1		76		7bs			5	5000								allskills		1	2	oskill	32	3	26	hp%		38	76	mana		152	228	res-pois-max		10	20	dmg-pois	75	380	760	addxp		10	20	regen-mana		50	50	res-pois-len		75	75	mag%		101	202	cheap		10	20						0
jamellasunique619	619	100	1		1		92		7ls			5	5000								pal		1	5	dmg%		476	960	openwounds		35	70	crush		25	46	aura	98	3	31	mag%		117	234	noheal		1	1	ease		-100	-100	att-undead		192	476	levelreq		1	1	dmg-norm		460	920						0
jamellasunique620	620	100	1		1		87		7wd			5	5000								bar		1	5	addxp		10	20	dmg-ltng		435	870	abs-ltng		5	44	hp		174	261	mana%		43	87	vit		87	131																						0
jamellasunique621	621	100	1		1		58		72h			5	5000								dmg%		374	790	bar		1	4	crush		25	29	thorns		58	258	ease		-100	-100	levelreq		1	1	str		58	87	dmg-ac		50	1108																		0
jamellasunique622	622	100	1		1		67		7cm			5	5000								dru		1	4	heal-kill		21	39	gold%		184	301	cast1		15	25	mana%		33	67	move1		25	92	res-all		30	43	res-all-max		10	20	res-fire-max		10	20	dmg-fire		335	670	abs-fire%		25	50	fireskill		1	5		0
jamellasunique623	623	100	1		1		68		7gs			5	5000								dru		1	4	crush		25	34	openwounds		35	70	noheal		1	1	att-undead		168	404	levelreq		1	1	dmg%		404	840	dmg-norm		340	680																		0
jamellasunique624	624	100	1		1		83		7b7			5	5000								ama		1	5	dmg%		449	915	att-demon		183	449	att		440	855	indestruct		1	1	dmg-ac		50	1133	oskill	32	3	28																						0
jamellasunique625	625	100	1		1		84		7fb			5	5000								sor		1	5	move1		25	109	res-ltng-max		10	20	mana%		42	84	mana		168	252	abs-ltng		5	42	all-stats		26	47																						0
jamellasunique626	626	100	1		1		87		7gd			5	5000								sor		1	5	mana%		43	87	dmg-fire		435	870	extra-fire		87	174	res-all-max		10	20	all-stats		26	49	enr		87	131	vit		87	131	fireskill		1	6														0
jamellasunique627	627	100	1		1		62		7dg			5	5000								pal		1	4	oskill	32	3	21	regen		30	30	aura	114	3	21	mana-kill		20	36	freeze		1	1	res-cold		34	52	demon-heal		20	36	addxp		10	20	gold%		174	286	cheap		10	20	regen-mana		50	50		0
jamellasunique628	628	100	1		1		69		7di			5	5000								bar		1	4	light-thorns		69	138	aura	118	3	23	cheap		10	20	regen-mana		50	50	res-all-max		10	20																										0
jamellasunique629	629	100	1		1		92		7kr			5	5000								nec		1	5	mana		184	276	all-stats		28	51	cheap		10	20	oskill	121	6	92	res-fire		37	57																										0
jamellasunique630	630	100	1		1		84		7bl			5	5000								bar		1	5	cast1		15	25	dmg-ltng		420	840	abs-ltng%		25	50	hp%		42	84	res-ltng-max		10	20	aura	118	3	28																						0
jamellasunique631	631	100	1		1		61		7tk			5	5000								allskills		1	2	res-fire		34	52	extra-fire		61	122	cast1		15	25	move1		25	86	aura	102	3	21	oskill	249	6	61	addxp		10	20	gold%		172	283	all-stats		20	36	mana%		30	61	mana		122	183		0
jamellasunique632	632	100	1		1		62		7ta			5	5000								sor		1	4	half-freeze		1	1	oskill	58	6	62	res-cold		34	52	all-stats		20	36	hp%		31	62																										0
jamellasunique633	633	100	1		1		71		7bk			5	5000								pal		1	4	mana-kill		22	41	heal-kill		22	41	dmg-cold	150	355	710	all-stats		22	41	extra-cold		71	142	res-cold		35	54	abs-cold%		25	50	res-cold-max		10	20	enr		71	107	vit		71	107	demon-heal		22	41		0
jamellasunique634	634	100	1		1		82		7b8			5	5000								ama		1	5	dmg-pois	75	410	820	extra-pois		82	164	enr		82	123	regen-mana		50	50	cheap		10	20	ease		-100	-100	res-pois-len		75	75	vit		82	123	demon-heal		25	46	oskill	81	6	82	heal-kill		25	46		0
jamellasunique635	635	100	1		1		52		7ja			5	5000								sor		1	4	dmg%		356	760	dmg-ac		50	1102	deadly		35	70	noheal		1	1	thorns		52	252	reduce-ac		50	75	heal-kill		18	31	all-stats		18	31														0
jamellasunique636	636	100	1		1		57		7pi			5	5000								ass		1	4	demon-heal		19	34	dmg-ltng		285	570	gold%		164	271	aura	118	3	19	hp%		28	57	extra-ltng		57	114	abs-ltng%		25	50	res-ltng		33	51	res-all		28	41	mana		114	171	vit		57	86		0
jamellasunique637	637	100	1		1		75		7s7			5	5000								nec		1	4	cast1		15	25	res-all-max		10	20	regen		30	30	gold%		200	325	cheap		10	20	oskill	54	3	25	res-pois-len		75	75	heal-kill		23	43	mag%		100	200										0
jamellasunique638	638	100	1		1		91		7gl			5	5000								nec		1	5	abs-cold%		25	50	extra-cold		91	182	enr		91	137	res-cold-max		10	20	hp%		45	91	res-all-max		10	20	res-cold		37	57	all-stats		27	51	mana%		45	91										0
jamellasunique639	639	100	1		1		99		7ts			5	5000								ama		1	5	res-pois-len		75	75	gold%		248	397	dmg-pois	75	495	990	heal-kill		29	55	regen		30	30	demon-heal		29	55	cast1		15	25	mana-kill		29	55														0
jamellasunique640	640	100	1		1		56		7sr			5	5000								sor		1	4	aura	114	3	19	demon-heal		19	33	ease		-100	-100	mana-kill		19	33	oskill	250	6	56	enr		56	84																						0
jamellasunique641	641	100	1		1		67		7tr			5	5000								dmg%		401	835	bar		1	4	pierce		100	100	dmg-undead		401	835	att-demon		167	401	dmg-norm		335	670	move1		25	92	levelreq		1	1																		0
jamellasunique642	642	100	1		1		69		7br			5	5000								dru		1	4	deadly		35	70	dmg-ac		50	1119	openwounds		35	70	crush		25	35	dmg-norm		345	690	dmg-undead		407	845	dmg%		407	845																		0
jamellasunique643	643	100	1		1		89		7st			5	5000								bar		1	5	hp		178	267	dmg-cold	150	445	890	heal-kill		27	50	cheap		10	20	aura	114	3	30	demon-heal		27	50	ease		-100	-100	res-cold		37	57	res-all-max		10	20										0
jamellasunique644	644	100	1		1		87		7p7			5	5000								allskills		1	2	dmg-ac		50	1137	openwounds		35	70	str		87	131	ethereal		1	1	indestruct		1	1	ignore-ac		1	1	heal-kill		26	49	demon-heal		26	49														0
jamellasunique645	645	100	1		1		60		7o7			5	5000								allskills		1	2	oskill	249	6	60	hp%		30	60	res-fire		34	52	fireskill		1	4	extra-fire		60	120	vit		60	90	dmg-fire		300	600	aura	102	3	20	regen-mana		50	50	ease		-100	-100	mag%		85	170		0
jamellasunique646	646	100	1		1		71		7vo			5	5000								sor		1	4	dmg-ac		50	1121	hp%		35	71	deadly		35	70	ignore-ac		1	1	mag%		96	192																										0
jamellasunique647	647	100	1		1		75		7s8			5	5000								nec		1	4	dmg%		425	875	reduce-ac		50	75	aura	98	3	25	oskill	32	3	25	att		400	775																										0
jamellasunique648	648	100	1		1		91		7pa			5	5000								ass		1	5	move1		25	116	thorns		91	291	noheal		1	1	dmg%		473	955	ethereal		1	1	indestruct		1	1																						0
jamellasunique649	649	100	1		1		96		7h7			5	5000								ass		1	5	dmg-pois	75	480	960	res-all-max		10	20	res-pois-len		75	75	oskill	54	3	32	mag%		121	242	heal-kill		29	53	regen-mana		50	50	cheap		10	20	mana-kill		29	53	ease		-100	-100	gold%		242	388		0
jamellasunique650	650	100	1		1		78		7wc			5	5000								allskills		1	2	move1		25	103	gold%		206	334	half-freeze		1	1	cast1		15	25	ease		-100	-100	aura	114	3	26	freeze		1	1	mana-kill		24	44														0
jamellasunique651	651	100	1		1		64		6ss			5	5000								ama		1	4	mag%		89	178	abs-fire		5	32	res-all		29	42	res-all-max		10	20	dmg-fire		320	640	mana		128	192	cast1		15	25	mana-kill		21	37														0
jamellasunique652	652	100	1		1		67		6ls			5	5000								nec		1	4	hp		134	201	fireskill		1	5	vit		67	101	dmg-fire		335	670	enr		67	101	move1		25	92																						0
jamellasunique653	653	100	1		1		85		6cs			5	5000								pal		1	5	cast1		15	25	abs-cold		5	43	all-stats		26	48	vit		85	128	res-cold		37	56	dmg-cold	150	425	850	extra-cold		85	170	cheap		10	20	aura	114	3	29	freeze		1	1						0
jamellasunique654	654	100	1		1		89		6bs			5	5000								allskills		1	2	move1		25	114	res-pois		37	57	regen-mana		50	50	heal-kill		27	50	oskill	32	3	30	extra-pois		89	178	ease		-100	-100																		0
jamellasunique655	655	100	1		1		92		6ws			5	5000								nec		1	5	res-all-max		10	20	cast1		15	25	demon-heal		28	51	regen		30	30	cheap		10	20	aura	118	3	31	oskill	57	6	92																		0
jamellasunique656	656	100	1		1		60		6sb			5	5000								dru		1	4	res-ltng-max		10	20	dmg-ltng		300	600	oskill	54	3	20	aura	118	3	20	cheap		10	20	gold%		170	280	heal-kill		20	35	extra-ltng		60	120	light-thorns		60	120										0
jamellasunique657	657	100	1		1		67		6hb			5	5000								pal		1	4	dmg%		401	835	str		67	101	dmg-norm		335	670	oskill	54	3	23	dmg-undead		401	835	ethereal		1	1	indestruct		1	1																		0
jamellasunique658	658	100	1		1		67		6lb			5	5000								nec		1	4	dmg-norm		335	670	hp%		33	67	vit		67	101	crush		25	34	att%		167	401	slow		25	25																						0
jamellasunique659	659	100	1		1		73		6cb			5	5000								ass		1	4	mana-kill		23	42	all-stats		23	42	regen		30	30	heal-kill		23	42	mag%		98	196	cast1		15	25	enr		73	110	res-pois-max		10	20	dmg-pois	75	365	730	oskill	32	3	25	demon-heal		23	42		0
jamellasunique660	660	100	1		1		75		6s7			5	5000								ama		1	4	addxp		10	20	vit		75	113	hp		150	225	abs-ltng		5	38	cast1		15	25	dmg-ltng		375	750	res-ltng		35	54	res-ltng-max		10	20	extra-ltng		75	150	all-stats		23	43						0
jamellasunique661	661	100	1		1		77		6l7			5	5000								dmg%		431	885	crush		25	39	openwounds		35	70	dex		77	116	att%		177	431	dmg-ac		50	1127	deadly		35	70	regen		30	30	dmg-demon		431	885														0
jamellasunique662	662	100	1		1		89		6sw			5	5000								pal		1	5	cheap		10	20	mana-kill		27	50	mana%		44	89	res-ltng		37	57	hp%		44	89	abs-ltng%		25	50	regen		30	30	demon-heal		27	50														0
jamellasunique663	663	100	1		1		88		6lw			5	5000								dmg%		464	940	deadly		35	70	all-stats		27	49	crush		25	44	hp		176	264	att-demon		188	464	regen		30	30	sor		1	5	att-undead		188	464	dmg-undead		464	940	res-all-max		10	20						0
jamellasunique664	664	100	1		1		58		6lx			5	5000								pal		1	4	res-cold-max		10	20	dmg-cold	150	290	580	oskill	121	6	58	half-freeze		1	1	gold%		166	274																										0
jamellasunique665	665	100	1		1		80		6mx			5	5000								ama		1	5	dmg%		440	900	crush		25	40	dmg-norm		400	800	deadly		35	70	regen		30	30	reduce-ac		50	75	att-undead		180	440	att-demon		180	440														0
jamellasunique666	666	100	1		1		82		6hx			5	5000								nec		1	5	res-all		31	45	res-pois-max		10	20	addxp		10	20	gold%		214	346	regen		30	30	oskill	32	3	28	demon-heal		25	46	res-pois		36	56	vit		82	123	ease		-100	-100	mana-kill		25	46		0
jamellasunique667	667	100	1		1		77		6rx			5	5000								bar		1	5	res-fire-max		10	20	aura	102	3	26	heal-kill		24	44	ease		-100	-100	mana-kill		24	44	oskill	32	3	26	mag%		102	204	regen-mana		50	50	cheap		10	20	dmg-fire		385	770	enr		77	116		0
jamellasunique668	668	100	1		1		1		ob1			5	5000								sor		1	2	extra-ltng		1	2	light-thorns		1	2																																						0
jamellasunique669	669	100	1		1		9		ob2			5	5000								ama		1	2	hp		18	27	res-all-max		10	20																																						0
jamellasunique670	670	100	1		1		12		ob3			5	5000								allskills		1	1	fireskill		1	2	demon-heal		8	11	aura	102	3	4	mag%		37	74	heal-kill		8	11	gold%		74	136																						0
jamellasunique671	671	100	1		1		17		ob4			5	5000								dru		1	2	move1		25	42	res-pois		23	36	dmg-pois	75	85	170																																		0
jamellasunique672	672	100	1		1		27		ob5			5	5000								ass		1	3	regen		30	30	aura	118	3	9	dmg-ltng		135	270	ease		-100	-100	mana-kill		11	19																										0
jamellasunique673	673	100	1		1		20		am1			5	5000								dmg%		260	600	dex		20	30	reduce-ac		50	75	ama		1	2	res-all		21	30	att		125	225	dmg-undead		260	600																						0
jamellasunique674	674	100	1		1		28		am2			5	5000								ama		1	3	hp%		14	28	res-all-max		10	20	dmg-cold	150	140	280	extra-cold		28	56	oskill	81	6	28	half-freeze		1	1	ease		-100	-100																		0
jamellasunique675	675	100	1		1		17		am3			5	5000								ama		1	2	mana%		8	17	ease		-100	-100	res-pois-len		75	75	demon-heal		9	14																														0
jamellasunique676	676	100	1		1		27		am4			5	5000								ama		1	3	oskill	81	6	27	heal-kill		11	19	freeze		1	1	gold%		104	181																														0
jamellasunique677	677	100	1		1		25		am5			5	5000								dmg%		275	625	ama		1	2	deadly		35	70	swing1		25	50																																		0
jamellasunique678	678	100	1		1		30		ob6			5	5000								dru		1	3	abs-fire%		25	50	res-all		24	35	fireskill		1	3	move1		25	55																														0
jamellasunique679	679	100	1		1		39		ob7			5	5000								allskills		1	1	res-pois		30	46	mana		78	117	cheap		10	20	gold%		128	217																														0
jamellasunique680	680	100	1		1		41		ob8			5	5000								sor		1	3	extra-fire		41	82	hp		82	123	abs-fire%		25	50	enr		41	62	mana%		20	41																										0
jamellasunique681	681	100	1		1		55		ob9			5	5000								bar		1	4	gold%		160	265	aura	118	3	19	dmg-ltng		275	550	abs-ltng		5	28	enr		55	83	light-thorns		55	110	heal-kill		18	33																		0
jamellasunique682	682	100	1		1		59		oba			5	5000								pal		1	4	dmg-ltng		295	590	res-ltng		33	51	mana%		29	59	aura	118	3	20	demon-heal		19	35	oskill	32	3	20																						0
jamellasunique683	683	100	1		1		36		am6			5	5000								ama		1	3	mag%		61	122	dmg-fire		180	360	enr		36	54	cast1		15	25																														0
jamellasunique684	684	100	1		1		46		am7			5	5000								ama		1	3	mana		92	138	oskill	94	6	46	addxp		10	20	demon-heal		16	28	heal-kill		16	28	abs-fire%		25	50																						0
jamellasunique685	685	100	1		1		48		am8			5	5000								ama		1	3	dmg%		344	740	dmg-ac		50	1098	att%		148	344	swing1		25	73	dex		48	72	dmg-norm		240	480																						0
jamellasunique686	686	100	1		1		61		am9			5	5000								dmg%		383	805	hp%		30	61	levelreq		1	1	balance1		35	35	dmg-undead		383	805	reduce-ac		50	75																										0
jamellasunique687	687	100	1		1		42		ama			5	5000								ama		1	3	aura	102	3	14	mana-kill		15	26	ease		-100	-100	addxp		10	20	extra-fire		42	84	demon-heal		15	26	oskill	81	6	42																		0
jamellasunique688	688	100	1		1		66		obb			5	5000								pal		1	4	cheap		10	20	oskill	81	6	66	heal-kill		21	38	dmg-ltng		330	660	hp		132	198	res-ltng-max		10	20	mana		132	198	ease		-100	-100	aura	118	3	22	abs-ltng%		25	50						0
jamellasunique689	689	100	1		1		82		obc			5	5000								ama		1	5	vit		82	123	ease		-100	-100	res-pois-len		75	75	oskill	58	6	82	gold%		214	346	res-all-max		10	20	dmg-pois	75	410	820																		0
jamellasunique690	690	100	1		1		69		obd			5	5000								nec		1	4	extra-cold		69	138	move1		25	94	cast1		15	25	regen		30	30	oskill	250	6	69																										0
jamellasunique691	691	100	1		1		96		obe			5	5000								sor		1	5	res-all-max		10	20	res-pois-max		10	20	res-pois		38	58	res-all		32	46	demon-heal		29	53	res-pois-len		75	75	oskill	58	6	96	extra-pois		96	192	mana-kill		29	53	ease		-100	-100						0
jamellasunique692	692	100	1		1		89		obf			5	5000								nec		1	5	mana%		44	89	dmg-cold	150	445	890	res-cold-max		10	20	all-stats		27	50	abs-cold%		25	50																										0
jamellasunique693	693	100	1		1		49		amb			5	5000								ama		1	3	mag%		74	148	mana-kill		17	30	oskill	58	6	49	cheap		10	20	all-stats		17	30	res-all		27	39	regen		30	30																		0
jamellasunique694	694	100	1		1		73		amc			5	5000								dmg%		419	865	ama		1	4	att-demon		173	419	move1		25	98	ignore-ac		1	1	dmg-demon		419	865	levelreq		1	1	balance1		35	35	dmg-undead		419	865	att		390	755										0
jamellasunique695	695	100	1		1		59		amd			5	5000								ama		1	4	gold%		168	277	all-stats		19	35	abs-fire		5	30	demon-heal		19	35	aura	102	3	20	mag%		84	168																						0
jamellasunique696	696	100	1		1		93		ame			5	5000								ama		1	5	oskill	121	6	93	abs-fire		5	47	vit		93	140	aura	102	3	31	cheap		10	20																										0
