index	*ID	set	item	*ItemName	rarity	lvl	lvl req	chrtransform	invtransform	invfile	flippyfile	dropsound	dropsfxframe	usesound	cost mult	cost add	add func	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	aprop1a	apar1a	amin1a	amax1a	aprop1b	apar1b	amin1b	amax1b	aprop2a	apar2a	amin2a	amax2a	aprop2b	apar2b	amin2b	amax2b	aprop3a	apar3a	amin3a	amax3a	aprop3b	apar3b	amin3b	amax3b	aprop4a	apar4a	amin4a	amax4a	aprop4b	apar4b	amin4b	amax4b	aprop5a	apar5a	amin5a	amax5a	aprop5b	apar5b	amin5b	amax5b	diablocloneweight	*eol
Cerebus Talons	1777	Cerebus Gloomstrap	tow	Tower Shield	7	27									5	5000	2	dru		1	2	res-pois-max		5	15	all-stats		8	12																									skilltab	16	3	3					skill	238	3	3					extra-pois		77	77																						0
Cerebus Sharp	1778	Cerebus Gloomstrap	hgl	Gauntlets	7	27									5	5000	2	allskills		1	1	res-pois-len		50	50	res-pois		13	21																									allskills		1	1					extra-pois		77	77																														0
Cerebus Staunch	1779	Cerebus Gloomstrap	gth	Gothic Plate	7	27									5	5000	2	dru		1	2	res-pois-len		50	50	regen		15	15																									thorns		81	81					allskills		1	1																														0
Hexfire Web	1780	Hexfire Heavenly	uui	Dusk Shroud	7	60									5	5000	2	allskills		1	1	swing1		20	55	hp		60	120	red-dmg		30	60																					move1		20	20					vit		17	17																														0
Hexfire Fathom	1781	Hexfire Heavenly	uvg	Vampirebone Gloves	7	60									5	5000	2	allskills		1	1	demon-heal		12	13	res-all-max		5	15	indestruct		1	1																					all-stats		12	13					vit		17	17																														0
Hexfire Meat	1782	Hexfire Heavenly	uvb	Scarabshell Boots	7	60									5	5000	2	dru		1	2	red-dmg%		12	18	str		30	60	swing1		20	55																					skilltab	16	3	3					hp		60	60																														0
Steelrend Steelshade	1783	Steelrend Kinemils	7fl	Scourge	7	72									5	5000	2	dmg%		244	516	allskills		1	1	thorns		72	272	dmg-demon		416	860	openwounds		25	50																	dex		19	20																																						0
Steelrend Rusthandle	1784	Steelrend Kinemils	uit	Monarch	7	72									5	5000	2	allskills		1	1	hp%		24	72	res-all-max		5	15	mag%		61	97																					all-stats		14	14																																						0
Stormrider Thorn	1785	Stormrider Revenge	pik	Pike	7	28									5	5000	2	allskills		1	1	dmg%		156	384	crush		25	25																									dmg-undead		21	21																																						0
Stormrider Leoric	1786	Stormrider Revenge	ne5	Demon Head	7	28									5	5000	2	nec		1	2	ac-hth		165	305	levelreq		1	1																									vit		10	11																																						0
Ravenlore Vomir	1787	Ravenlore Dragonscale	7s8	Thresher	7	70									5	5000	2	nec		1	2	dmg%		240	510	att%		170	410	dmg-undead		410	850	balance1		15	25	reduce-ac		25	50													crush		100	100																																						0
Ravenlore Peasent	1788	Ravenlore Dragonscale	utu	Wire Fleece	7	70									5	5000	2	nec		1	2	hp%		23	70	res-all		15	22	vit		35	70	ac		375	725																	ac-hth		700	700																																						0
Arreat's Tombale	1789	Arreat's temper	7sm	Ataghan	7	66									5	5000	2	allskills		1	1	move1		20	58	extra-fire		58	116	dmg-fire		330	660																					fireskill		1	1					allskills		1	1					all-stats		13	14					skill	94	3	3														0
Arreat's Umbral	1790	Arreat's temper	ung	Diamond Mail	7	66									5	5000	2	allskills		1	1	ease		-50	-50	mana		66	132	enr		33	66	res-fire-max		5	15																	extra-fire		116	116					nec		1	1																														0
Arreat's Wrath	1791	Arreat's temper	uvb	Scarabshell Boots	7	66									5	5000	2	nec		1	2	abs-fire		5	17	res-all-max		5	15	mana		66	132	move1		20	58	ease		-50	-50													allskills		1	1					skill	94	3	3					skilltab	6	3	3					extra-fire		116	116														0
Arreat's Ripsaw	1792	Arreat's temper	upk	Blade Barrier	7	66									5	5000	2	nec		1	2	res-all-max		5	15	cheap		5	10	oskill	117	6	17	aura	100	3	11																	extra-fire		116	116					skilltab	6	3	3					nec		1	1																						0
Arreat's Scarab	1793	Arreat's temper	ci2	Tiara	7	66									5	5000	2	nec		1	2	mag%		58	91	cast1		10	20	extra-fire		58	116	fireskill		1	3	move1		20	58													skill	94	3	3					thorns		198	198					nec		1	1																						0
Machine Windhammer	1794	Machine Waterwalk	7bw	Lich Wand	7	73									5	5000	2	dmg%		246	519	att-demon		173	419	ignore-ac		1	1	thorns		73	273	levelreq		1	1																	swing1		20	20																																						0
Machine Wall	1795	Machine Waterwalk	umb	Boneweave Boots	7	73									5	5000	2	allskills		1	1	oskill	32	3	25	red-dmg%		13	18	str		36	73	red-dmg		36	73	swing1		20	62													str		19	20																																						0
Felloak Mang	1796	Felloak Swordguard	xlt	Templar Coat	7	55									5	5000	2	nec		1	2	str		27	55	swing1		20	53	thorns		55	255																					ac		550	550																																						0
Felloak Expansion	1797	Felloak Swordguard	9gd	Executioner Sword	7	55									5	5000	2	allskills		1	1	dmg%		210	465	dmg-norm		275	550	deadly		25	50																					hp		55	55																																						0
Ironpelt Hearty	1798	Ironpelt Basher	xar	Ornate Armor	7	68									5	5000	2	allskills		1	1	levelreq		1	1	move1		20	59	ac%		168	286																					dex		18	19																																						0
Ironpelt One	1799	Ironpelt Basher	7cr	Phase Blade	7	68									5	5000	2	dmg%		236	504	att-demon		168	404	str		34	68	openwounds		25	50																					dmg-undead		51	51																																						0
Sandstorm Lord	1800	Sandstorm Skewer	7sb	Elegant Blade	7	57									5	5000	2	nec		1	2	regen-mana		25	25	ease		-50	-50	res-pois		16	26																					nec		1	1																																						0
Sandstorm Ages	1801	Sandstorm Skewer	uuc	Heater	7	57									5	5000	2	allskills		1	1	cast1		10	20	move1		20	54	red-mag		28	57	all-stats		12	20																	all-stats		12	13																																						0
Rings Demon	1802	Rings Venomsward	ulc	Spiderweb Sash	7	65									5	5000	2	allskills		1	1	res-pois		17	27	res-all-max		5	15	red-mag		32	65																					skill	73	3	3					thorns		195	195					nec		1	1																						0
Rings Briser	1803	Rings Venomsward	ukp	Hydraskull	7	65									5	5000	2	nec		1	2	cast1		10	20	mag%		57	90	oskill	32	3	22	mana		65	130																	thorns		195	195					extra-pois		115	115																														0
Rings Humongous	1804	Rings Venomsward	xtp	Mage Plate	7	65									5	5000	2	allskills		1	1	mag%		57	90	extra-pois		57	115	regen-mana		25	25	heal-kill		13	22																	allskills		1	1					skill	73	3	3																														0
Rings Bone	1805	Rings Venomsward	uvg	Vampirebone Gloves	7	65									5	5000	2	nec		1	2	addxp		5	10	regen		15	15	res-pois-len		50	50	cheap		5	10	vit		32	65													skill	73	3	3					extra-pois		115	115																														0
Moonfall Pluckeye	1806	Moonfall Arch	xrs	Cuirass	7	49									5	5000	2	pal		1	2	aura	103	3	9	indestruct		1	1	balance1		15	25																					str		14	15																																						0
Moonfall Dark	1807	Moonfall Arch	9ls	Rune Sword	7	49									5	5000	2	dmg%		198	447	hp		49	98	dmg-demon		347	745	thorns		49	249																					hp%		25	25																																						0
Nokozan Ire	1808	Nokozan Hellcast	uvb	Scarabshell Boots	7	68									5	5000	2	pal		1	2	ac-miss		365	705	red-dmg%		13	18	vit		34	68																					ac-hth		680	680					hp%		25	25																														0
Nokozan Goldskin	1809	Nokozan Hellcast	amu		7	68									5	5000	2	allskills		1	1	str		34	68	thorns		68	268	ease		-50	-50																					swing1		20	20					mana		68	68					deadly		100	100																						0
Nokozan Stormguild	1810	Nokozan Hellcast	uea	Wyrmhide	7	68									5	5000	2	allskills		1	1	all-stats		13	22	ac-hth		365	705	thorns		68	268																					pal		1	1					mana%		25	25																														0
Nokozan Band	1811	Nokozan Hellcast	7sb	Elegant Blade	7	68									5	5000	2	pal		1	2	dmg%		236	504	att-demon		168	404	dmg-undead		404	840																					dex		18	19					deadly		100	100					crush		100	100																						0
Naga Cranebeak	1812	Naga Hellclap	msk	Mask	7	18									5	5000	2	pal		1	2	thorns		18	218	ac%		118	186																									hp		18	18					red-dmg%		20	21																														0
Naga Kuko	1813	Naga Hellclap	mpi	Military Pick	7	18									5	5000	2	allskills		1	1	dmg%		136	354	balance1		15	25																									deadly		53	53					att-demon		13	14																														0
Naga Carver	1814	Naga Hellclap	spl	Splint Mail	7	18									5	5000	2	allskills		1	1	ac-miss		115	205	vit		9	18																									thorns		54	54																																						0
Form Giantskull	1815	Form Victors	amu		7	74									5	5000	2	pal		1	2	move1		20	62	mag%		62	99	ease		-50	-50																					thorns		222	222					skill	118	3	3																														0
Form Hellslayer	1816	Form Victors	utg	Crusader Gauntlets	7	74									5	5000	2	allskills		1	1	res-ltng		17	27	red-mag		37	74	all-stats		14	24	abs-ltng%		15	30	extra-ltng		62	124													thorns		222	222					light-thorns		222	222																														0
Form Wizendraw	1817	Form Victors	7br	Mancatcher	7	74									5	5000	2	pal		1	2	gold%		99	161	hp%		24	74	regen		15	15	aura	118	3	13																	allskills		1	1					skilltab	10	3	3																														0
Justice Lacerator	1818	Justice Meat	tbl	Heavy Belt	7	14									5	5000	2	pal		1	2	cheap		5	10																													skill	114	3	3																																						0
Justice Vortex	1819	Justice Meat	pa4	Aerin Shield	7	14									5	5000	2	pal		1	2	ease		-50	-50	red-mag		7	14																									thorns		42	42																																						0
Riphook Windforce	1820	Riphook Dragon	9pa	Partizan	7	34									5	5000	2	pal		1	2	extra-fire		42	84	mana-kill		9	10																									all-stats		9	10					skilltab	10	3	3																														0
Riphook Ward	1821	Riphook Dragon	zlb	Demonhide Sash	7	34									5	5000	2	allskills		1	1	hp		34	68	res-fire-max		5	15	vit		17	34																					allskills		1	1																																						0
Riphook Torch	1822	Riphook Dragon	aar	Ancient Armor	7	34									5	5000	2	pal		1	2	res-all		12	18	aura	100	3	6																									skill	102	3	3					fireskill		1	1																														0
Pierre Keep	1823	Pierre Boneflesh	uvg	Vampirebone Gloves	7	63									5	5000	2	pal		1	2	oskill	145	6	16	ethereal		1	1	hp%		21	63	hp		63	126																	str		17	18					red-dmg		63	63																														0
Pierre Armor	1824	Pierre Boneflesh	uui	Dusk Shroud	7	63									5	5000	2	allskills		1	1	str		31	63	aura	103	3	11	ac		340	655	ac-miss		340	655	thorns		63	263													thorns		189	189					move1		20	20																														0
Pierre Vortex	1825	Pierre Boneflesh	7sb	Elegant Blade	7	63									5	5000	2	dmg%		226	489	allskills		1	1	hp%		21	63	att%		163	389	cheap		5	10	mag%		56	88													str		17	18					dmg-demon		47	48																														0
Pierre Point	1826	Pierre Boneflesh	pab	Sacred Targe	7	63									5	5000	2	pal		1	2	all-stats		12	21	balance1		15	25	ac-miss		340	655	ac		340	655	red-dmg		31	63													vit		17	18					hp		63	63																														0
Sureshrill Elite	1827	Sureshrill Pupil	ula	Scarab Husk	7	72									5	5000	2	allskills		1	1	heal-kill		14	23	extra-ltng		61	122	mana%		24	72																					skill	121	3	3					extra-ltng		122	122																														0
Sureshrill Dwarf	1828	Sureshrill Pupil	pac	Sacred Rondache	7	72									5	5000	2	pal		1	2	oskill	276	6	18	red-mag		36	72	abs-ltng%		15	30	res-ltng		17	27	extra-ltng		61	122													skill	121	3	3																																						0
Sureshrill Diggler	1829	Sureshrill Pupil	7bt	Decapitator	7	72									5	5000	2	allskills		1	1	res-ltng		17	27	cast1		10	20	aura	118	3	12																					pal		1	1					skill	121	3	3																														0
Harvest Silk	1830	Harvest Flame	7dg	Bone Knife	7	63									5	5000	2	sor		1	2	abs-cold%		15	30	demon-heal		12	13	regen		15	15	half-freeze		1	1	aura	114	3	11													all-stats		12	13					dmg-cold	150.0	189	378					skilltab	3	3	3					demon-heal		31	32					sor		1	1						0
Harvest Steelpillar	1831	Harvest Flame	xar	Ornate Armor	7	63									5	5000	2	allskills		1	1	ease		-50	-50	red-mag		31	63	res-cold		17	26	mana-kill		12	13	demon-heal		12	13													all-stats		12	13					skill	59	3	3					extra-cold		113	113					skilltab	3	3	3					sor		1	1						0
Harvest temper	1832	Harvest Flame	urg	Hyperion	7	63									5	5000	2	allskills		1	1	oskill	58	6	16	hp		63	126	demon-heal		12	13																					thorns		189	189					allskills		1	1					skilltab	3	3	3					skill	59	3	3														0
Harvest Felloak	1833	Harvest Flame	ulc	Spiderweb Sash	7	63									5	5000	2	sor		1	2	abs-cold%		15	30	abs-cold		5	16	cheap		5	10																					all-stats		12	13					skilltab	3	3	3					skill	59	3	3																						0
Harvest Talons	1834	Harvest Flame	ulb	Wyrmhide Boots	7	63									5	5000	2	sor		1	2	cast1		10	20	abs-cold%		15	30	mana		63	126																					skilltab	3	3	3					thorns		189	189					extra-cold		113	113																						0
Harvest Class	1835	Harvest Flame	ulm	Armet	7	63									5	5000	2	sor		1	2	mag%		56	88	half-freeze		1	1	extra-cold		56	113	mana		63	126	nofreeze		1	1													thorns		189	189					sor		1	1					skill	59	3	3																						0
Thorn Infernostride	1836	Thorn Hellfire	ung	Diamond Mail	7	77									5	5000	2	allskills		1	1	hp%		25	77	nofreeze		1	1	abs-cold		5	20	enr		38	77																	extra-cold		127	127					skilltab	3	3	3					skill	64	3	3																						0
Thorn Branch	1837	Thorn Hellfire	6cs	Elder Staff	7	77									5	5000	2	sor		1	2	addxp		5	10	mag%		63	102	half-freeze		1	1	freeze		1	1																	all-stats		14	15					freeze		1	1					allskills		1	1					dmg-cold	150.0	231	462					demon-heal		38	39						0
Thorn Wormskull	1838	Thorn Hellfire	umc	Mithril Coil	7	77									5	5000	2	sor		1	2	mana-kill		14	15	cheap		5	10	half-freeze		1	1	abs-cold%		15	30	regen		15	15													skilltab	3	3	3					skill	64	3	3					thorns		231	231					all-stats		14	15					allskills		1	1						0
Thorn Jang	1839	Thorn Hellfire	uhm	Spired Helm	7	77									5	5000	2	sor		1	2	enr		38	77	vit		38	77	nofreeze		1	1																					skilltab	3	3	3					sor		1	1					thorns		231	231																						0
Thorn Eye	1840	Thorn Hellfire	utg	Crusader Gauntlets	7	77									5	5000	2	allskills		1	1	res-cold-max		5	15	half-freeze		1	1	regen-mana		25	25	aura	105	3	13	cheap		5	10													sor		1	1					extra-cold		127	127					thorns		231	231					skilltab	3	3	3														0
Thorn Pierre	1841	Thorn Hellfire	umb	Boneweave Boots	7	77									5	5000	2	allskills		1	1	dmg-to-mana		10	25	regen-mana		25	25	hp%		25	77	half-freeze		1	1	oskill	40	6	20													all-stats		14	15					allskills		1	1					extra-cold		127	127																						0
Zakarum's Wisdon	1842	Zakarum's Demonlimb	7ss	Falcata	7	59									5	5000	2	sor		1	2	aura	118	3	10	mana-kill		12	13	vit		29	59																					extra-ltng		109	109																																						0
Zakarum's Carapice	1843	Zakarum's Demonlimb	xth	Embossed Plate	7	59									5	5000	2	sor		1	2	cheap		5	10	oskill	276	6	15	abs-ltng%		15	30	regen-mana		25	25																	sor		1	1					light-thorns		177	177																														0
Zakarum's Flank	1844	Zakarum's Demonlimb	xrn	Grand Crown	7	59									5	5000	2	allskills		1	1	regen-mana		25	25	mana%		19	59	regen		15	15	gold%		84	139	demon-heal		12	13													light-thorns		177	177																																						0
Constricting Husoldal	1845	Constricting Bul	bwn	Bone Wand	7	15									5	5000	2	allskills		1	1	cast1		10	20	ease		-50	-50																									all-stats		6	7					skill	48	3	3																														0
Constricting Harvest	1846	Constricting Bul	tgl	Light Gauntlets	7	15									5	5000	2	sor		1	2	aura	110	3	3	heal-kill		6	9	res-ltng		11	17																					all-stats		6	7																																						0
Constricting Rockstopper	1847	Constricting Bul	tbl	Heavy Belt	7	15									5	5000	2	allskills		1	1	mag%		32	40	abs-ltng		5	5	res-all		9	14																					skill	48	3	3																																						0
Cord Hellrack	1848	Cord Guardian	7sb	Elegant Blade	7	65									5	5000	2	sor		1	2	aura	118	3	11	heal-kill		13	22	abs-ltng%		15	30	dmg-ltng		325	650																	skilltab	4	3	3					allskills		1	1																														0
Cord Ash	1849	Cord Guardian	ci2	Tiara	7	65									5	5000	2	allskills		1	1	res-ltng		17	27	ease		-50	-50	light-thorns		32	65	gold%		90	148																	sor		1	1					extra-ltng		115	115					skill	53	3	3																						0
Cord Torch	1850	Cord Guardian	uml	Luna	7	65									5	5000	2	allskills		1	1	abs-ltng		5	17	addxp		5	10	regen-mana		25	25	cheap		5	10	heal-kill		13	22													thorns		195	195					sor		1	1					skilltab	4	3	3																						0
Cord Umes	1851	Cord Guardian	amu		7	65									5	5000	2	allskills		1	1	light-thorns		32	65	oskill	32	3	22	hp%		21	65	abs-ltng		5	17																	light-thorns		195	195					allskills		1	1					dmg-ltng		195	390																						0
Shroud Rimeraven	1852	Shroud Sandstorm	ci2	Tiara	7	65									5	5000	2	allskills		1	1	regen		15	15	cast1		10	20	addxp		5	10	aura	100	3	11																	allskills		1	1																																						0
Shroud Hades	1853	Shroud Sandstorm	ulc	Spiderweb Sash	7	65									5	5000	2	sor		1	2	cheap		5	10	demon-heal		13	14	extra-fire		57	115	fireskill		1	3																	sor		1	1																																						0
Bing Toothrow	1854	Bing Wail	rin		7	79									5	5000	2	sor		1	2	abs-fire%		15	30	all-stats		14	25	regen		15	15	addxp		5	10																	all-stats		14	15					demon-heal		39	40					skill	51	3	3																						0
Bing Amulet	1855	Bing Wail	7b7	Champion Sword	7	79									5	5000	2	sor		1	2	regen-mana		25	25	oskill	81	6	20	regen		15	15	res-fire		18	28	extra-fire		64	129													sor		1	1					skilltab	5	3	3																														0
Bing Spiritforge	1856	Bing Wail	uul	Shadow Plate	7	79									5	5000	2	allskills		1	1	aura	100	3	14	abs-fire		5	20	fireskill		1	3	res-fire		18	28																	skilltab	5	3	3					allskills		1	1																														0
Bing Ripper	1857	Bing Wail	utc	Troll Belt	7	79									5	5000	2	allskills		1	1	dmg-to-mana		10	25	cast1		10	20	res-all-max		5	15	red-mag		39	79																	extra-fire		129	129					allskills		1	1					skill	51	3	3																						0
Stoneraven Bite	1858	Stoneraven Talons	rin		7	34									5	5000	2	allskills		1	1	hp%		11	34	fireskill		1	2	abs-fire		5	9	oskill	153	6	9																	extra-fire		84	84					allskills		1	1																														0
Stoneraven Waterwalk	1859	Stoneraven Talons	9tr	Fuscina	7	34									5	5000	2	allskills		1	1	abs-fire		5	9	ease		-50	-50																									skill	56	3	3																																						0
Stoneraven Jade	1860	Stoneraven Talons	zlb	Demonhide Sash	7	34									5	5000	2	allskills		1	1	demon-heal		9	10	regen		15	15	mana-kill		9	10	gold%		59	101																	sor		1	1																																						0
Frostwind Wartraveler	1861	Frostwind Bloodfist	xlg	Demonhide Gloves	7	34									5	5000	2	sor		1	2	mana-kill		9	10	regen		15	15	aura	100	3	6																					all-stats		9	10																																						0
Frostwind Jordan	1862	Frostwind Bloodfist	8ss	Jo Staff	7	34									5	5000	2	allskills		1	1	res-fire-max		5	15	abs-fire%		15	30																									extra-fire		84	84																																						0
